1.165722e-04	2.053848e+03
1.049495e-03	2.045223e+03
2.917184e-03	1.990280e+03
5.723333e-03	1.847627e+03
9.473502e-03	1.642009e+03
1.417514e-02	1.429446e+03
1.983762e-02	1.209670e+03
2.647227e-02	9.899217e+02
3.409244e-02	7.900083e+02
4.271353e-02	6.138311e+02
5.235309e-02	4.622263e+02
6.303086e-02	3.384867e+02
7.476891e-02	2.423655e+02
8.759167e-02	1.699882e+02
1.015261e-01	1.171759e+02
1.166018e-01	8.031915e+01
1.328510e-01	5.580838e+01
1.503092e-01	4.010128e+01
1.690145e-01	3.025938e+01
1.890087e-01	2.416353e+01
2.103368e-01	2.035672e+01
2.330476e-01	1.783130e+01
2.571939e-01	1.591667e+01
2.828326e-01	1.422412e+01
3.100252e-01	1.258129e+01
3.388380e-01	1.094966e+01
3.693426e-01	9.352039e+00
4.016162e-01	7.827577e+00
4.357420e-01	6.412749e+00
4.718098e-01	5.136586e+00
5.099164e-01	4.019840e+00
5.501666e-01	3.073752e+00
5.926731e-01	2.298729e+00
6.375581e-01	1.684601e+00
6.849535e-01	1.213131e+00
7.350020e-01	8.618553e-01
7.878581e-01	6.077305e-01
8.436895e-01	4.295236e-01
9.026777e-01	3.088143e-01
9.650200e-01	2.301104e-01
1.030931e+00	1.806724e-01
1.100644e+00	1.503700e-01
1.174412e+00	1.315744e-01
1.252515e+00	1.189564e-01
1.335253e+00	1.091236e-01
1.422959e+00	1.001502e-01
1.515996e+00	9.111112e-02
1.614762e+00	8.170157e-02
1.719693e+00	7.197093e-02
1.831273e+00	6.215017e-02
1.950032e+00	5.254128e-02
2.076557e+00	4.344345e-02
2.211498e+00	3.510523e-02
2.355574e+00	2.769977e-02
2.509588e+00	2.131989e-02
2.674430e+00	1.598635e-02
2.851098e+00	1.166205e-02
3.040705e+00	8.266608e-03
3.244503e+00	5.689386e-03
3.463900e+00	3.801246e-03
3.700485e+00	2.466330e-03
3.956054e+00	1.553931e-03
4.232649e+00	9.488669e-04
4.532595e+00	5.581180e-04
4.858547e+00	3.123982e-04
5.213553e+00	1.632269e-04
5.601123e+00	7.756052e-05
6.025314e+00	3.245973e-05
6.490837e+00	1.152624e-05
7.003190e+00	3.325982e-06
7.568817e+00	7.411428e-07
8.195313e+00	1.198504e-07
8.891678e+00	1.301044e-08
9.668643e+00	8.582602e-10
1.053908e+01	3.024478e-11
1.151855e+01	4.810227e-13
1.262599e+01	2.762909e-15
1.388463e+01	4.254492e-18
1.532323e+01	1.173548e-21
1.697773e+01	3.335928e-26
1.889353e+01	4.528470e-32
2.112861e+01	9.897089e-40
2.375797e+01	7.286650e-50
2.688004e+01	1.820893e-63
3.062596e+01	4.943721e-82
3.517363e+01	7.352509e-108
4.076919e+01	1.400891e-144
4.776105e+01	4.066728e-198
5.665545e+01	1.680402e-278
6.821072e+01	0.000000e+00
8.360446e+01	0.000000e+00
1.047459e+02	0.000000e+00
1.348974e+02	0.000000e+00
1.800136e+02	0.000000e+00
2.519228e+02	0.000000e+00
3.769505e+02	0.000000e+00
6.239444e+02	0.000000e+00
1.224140e+03	0.000000e+00
3.402628e+03	0.000000e+00
3.063373e+04	0.000000e+00
