8.160056e-05	1.211650e+02
7.346467e-04	1.211160e+02
2.042029e-03	1.207851e+02
4.006333e-03	1.197323e+02
6.631452e-03	1.174276e+02
9.922599e-03	1.135221e+02
1.388633e-02	1.081645e+02
1.853059e-02	1.019979e+02
2.386471e-02	9.563596e+01
2.989947e-02	8.917426e+01
3.664716e-02	8.240939e+01
4.412160e-02	7.534666e+01
5.233823e-02	6.823582e+01
6.131417e-02	6.131190e+01
7.106827e-02	5.467319e+01
8.162124e-02	4.832883e+01
9.299573e-02	4.229097e+01
1.052164e-01	3.661630e+01
1.183102e-01	3.138138e+01
1.323061e-01	2.663931e+01
1.472358e-01	2.240190e+01
1.631333e-01	1.865068e+01
1.800357e-01	1.535712e+01
1.979828e-01	1.249536e+01
2.170176e-01	1.004319e+01
2.371866e-01	7.976245e+00
2.585398e-01	6.263087e+00
2.811313e-01	4.864958e+00
3.050194e-01	3.739522e+00
3.302668e-01	2.845416e+00
3.569415e-01	2.145220e+00
3.851166e-01	1.606225e+00
4.148712e-01	1.199792e+00
4.462907e-01	9.004248e-01
4.794675e-01	6.852975e-01
5.145014e-01	5.343419e-01
5.515007e-01	4.305670e-01
5.905826e-01	3.602440e-01
6.318744e-01	3.127774e-01
6.755140e-01	2.803011e-01
7.216516e-01	2.571456e-01
7.704505e-01	2.393214e-01
8.220887e-01	2.241034e-01
8.767603e-01	2.097265e-01
9.346773e-01	1.951634e-01
9.960716e-01	1.799443e-01
1.061197e+00	1.639968e-01
1.130333e+00	1.475061e-01
1.203785e+00	1.308007e-01
1.281891e+00	1.142663e-01
1.365023e+00	9.828566e-02
1.453590e+00	8.319784e-02
1.548048e+00	6.927275e-02
1.648902e+00	5.669922e-02
1.756712e+00	4.558467e-02
1.872101e+00	3.596376e-02
1.995768e+00	2.781198e-02
2.128493e+00	2.105946e-02
2.271152e+00	1.560178e-02
2.424730e+00	1.130694e-02
2.590339e+00	8.021103e-03
2.769238e+00	5.576433e-03
2.962855e+00	3.802835e-03
3.172816e+00	2.541850e-03
3.400983e+00	1.658478e-03
3.649487e+00	1.047313e-03
3.920786e+00	6.318367e-04
4.217720e+00	3.583828e-04
4.543586e+00	1.880592e-04
4.902233e+00	9.019835e-05
5.298172e+00	3.945751e-05
5.736719e+00	1.598646e-05
6.224174e+00	6.228540e-06
6.768050e+00	2.448235e-06
7.377358e+00	9.902195e-07
8.062988e+00	3.942112e-07
8.838194e+00	1.399527e-07
9.719241e+00	3.944763e-08
1.072626e+01	7.850579e-09
1.188441e+01	9.683220e-10
1.322547e+01	6.259401e-11
1.479003e+01	1.679021e-12
1.663058e+01	1.336312e-14
1.881603e+01	1.928699e-17
2.143817e+01	2.411749e-21
2.462154e+01	8.392078e-27
2.853844e+01	1.349196e-34
3.343274e+01	5.348535e-46
3.965881e+01	3.659513e-63
4.774750e+01	6.716095e-90
5.852312e+01	2.742293e-133
7.332210e+01	2.529191e-207
9.442820e+01	0.000000e+00
1.260095e+02	0.000000e+00
1.763460e+02	0.000000e+00
2.638654e+02	0.000000e+00
4.367611e+02	0.000000e+00
8.568979e+02	0.000000e+00
2.381839e+03	0.000000e+00
2.144361e+04	0.000000e+00
